checked_at,decision_id,scanned_at,match,ml_pick,news_pick,actual_winner,ml_correct,news_correct
2026-06-11T09:03:03,dec_4a8e56f5ba43,2026-06-10T18:14:32.983078,[13:30] Victoria Mboko vs Karolina Pliskova,Victoria Mboko,Victoria Mboko,Karolina Pliskova,0,0
